code,brands,product_name,pnns_groups_2,nutriscore_score,nutriscore_grade,energy-kj_100g,sugars_100g,saturated-fat_100g,salt_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,url,image_url
3595890269011,Valda,Gomme goût menthe eucalyptus,Sweets,-3.0,a,814.0,0.0,0.2,0.0,0.0,44.7,0.045,http://world-fr.openfoodfacts.org/produit/3595890269011/gomme-gout-menthe-eucalyptus-valda,https://images.openfoodfacts.org/images/products/359/589/026/9011/front_fr.3.400.jpg
3256225722181,U,Tartines craquantes au blé complet,unknown,-2.0,a,1598.0,3.1,1.1,0.75,12.0,7.4,0.0,http://world-fr.openfoodfacts.org/produit/3256225722181/tartines-craquantes-au-ble-complet-u,https://images.openfoodfacts.org/images/products/325/622/572/2181/front_fr.60.400.jpg
8690624104639,Lay's,Yoğurt ve Mevsim Yeşillikli Patates Cipsi,Appetizers,11.0,d,2241.0,2.9,4.8,1.3,6.2,3.8,0.0,http://world-fr.openfoodfacts.org/produit/8690624104639/yo%C4%9Furt-ve-mevsim-ye%C5%9Fillikli-patates-cipsi-lay-s,https://images.openfoodfacts.org/images/products/869/062/410/4639/front_tr.7.400.jpg
3760020508012,"JARDIN BIO ETIC,Jardin bio",Tartines craquantes Sarrasin,unknown,-3.0,a,1532.0,1.0,0.7,0.57,11.0,4.5,0.0,http://world-fr.openfoodfacts.org/produit/3760020508012/tartines-craquantes-sarrasin-jardin-bio-etic,https://images.openfoodfacts.org/images/products/376/002/050/8012/front_fr.184.400.jpg
7610849454631,Coop,Qualité & Prix Chocolate au lait suisse,Chocolate products,25.0,e,2230.0,57.0,18.0,0.275,6.0,2.0,0.0,http://world-fr.openfoodfacts.org/produit/7610849454631/qualite-prix-chocolate-au-lait-suisse-coop,https://images.openfoodfacts.org/images/products/761/084/945/4631/front_fr.9.400.jpg
3513851557823,Regent's Park,Crumpets nature,unknown,3.0,c,818.0,4.0,0.1,1.5,6.0,2.6,0.0,http://world-fr.openfoodfacts.org/produit/3513851557823/crumpets-nature-regent-s-park,https://images.openfoodfacts.org/images/products/351/385/155/7823/front_fr.53.400.jpg
3700311810646,Tous les jours,Chocolat noir tablette,Chocolate products,21.0,e,2152.0,46.0,17.0,0.03,7.5,8.8,0.0,http://world-fr.openfoodfacts.org/produit/3700311810646/chocolat-noir-tablette-tous-les-jours,https://images.openfoodfacts.org/images/products/370/031/181/0646/front_fr.8.400.jpg
3513851559162,Regent's Park,4 muffins citron & pavot,Bread,-2.0,a,962.0,9.2,0.3,0.9,9.7,4.0,2.308828125,http://world-fr.openfoodfacts.org/produit/3513851559162/4-muffins-citron-pavot-regent-s-park,https://images.openfoodfacts.org/images/products/351/385/155/9162/front_fr.5.400.jpg
4044889004106,Vivani,Chocolat noir 100+,Chocolate products,18.0,d,2741.0,0.0,40.0,0.01,8.7,0.0,0.0,http://world-fr.openfoodfacts.org/produit/4044889004106/chocolat-noir-100-vivani,https://images.openfoodfacts.org/images/products/404/488/900/4106/front_fr.25.400.jpg
3279840002155,Brioches Fonteneau,Pain au lait pur beurre,Pastries,16.0,d,1499.0,15.0,7.9,1.1,8.8,2.8,1.7775,http://world-fr.openfoodfacts.org/produit/3279840002155/pain-au-lait-pur-beurre-brioches-fonteneau,https://images.openfoodfacts.org/images/products/327/984/000/2155/front_fr.47.400.jpg
7616500913806,FREY,Noir Special 72 Chocolat extra noir,Chocolate products,17.0,d,2450.0,27.0,28.0,0.025,8.0,11.0,0.0,http://world-fr.openfoodfacts.org/produit/7616500913806/noir-special-72-chocolat-extra-noir-frey,https://images.openfoodfacts.org/images/products/761/650/091/3806/front_fr.8.400.jpg
3336971806868,Vico,La Gourmande 30g,Appetizers,10.0,c,2172.0,2.9,3.1,1.2,6.8,4.4,0.0,http://world-fr.openfoodfacts.org/produit/3336971806868/la-gourmande-30g-vico,https://images.openfoodfacts.org/images/products/333/697/180/6868/front_fr.15.400.jpg
8480000141606,Hacendado,Crocantes chocolate,Biscuits and cakes,24.0,e,2111.0,41.0,14.0,0.68,5.1,4.0,0.0,http://world-fr.openfoodfacts.org/produit/8480000141606/crocantes-chocolate-hacendado,
8718907601603,Albert Heijn,Witte choco framboos vlaai,Biscuits and cakes,18.0,d,1355.0,21.0,15.0,0.18,2.72,0.2,3.00772804054054,http://world-fr.openfoodfacts.org/produit/8718907601603/witte-choco-framboos-vlaai-albert-heijn,https://images.openfoodfacts.org/images/products/871/890/760/1603/front_nl.5.400.jpg
4002590703947,Pulmoll,Pastilles Eucalyptus Menthol sans sucre,Sweets,2.0,b,980.0,0.5,0.0,0.0,0.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/4002590703947/pastilles-eucalyptus-menthol-sans-sucre-pulmoll,https://images.openfoodfacts.org/images/products/400/259/070/3947/front_fr.31.400.jpg
5010043000917,Soreen,Malt loaf,Biscuits and cakes,-1.0,a,1321.0,20.7,0.8,0.5,9.5,4.8,14.1625,http://world-fr.openfoodfacts.org/produit/5010043000917/malt-loaf-soreen,https://images.openfoodfacts.org/images/products/501/004/300/0917/front_en.31.400.jpg
3350033225572,Monoprix,Assortiment de recettes libanaises avec sauce sésame,unknown,0.0,b,990.0,2.2,2.8,1.3,8.0,4.9,27.37578125,http://world-fr.openfoodfacts.org/produit/3350033225572/assortiment-de-recettes-libanaises-avec-sauce-sesame-monoprix,https://images.openfoodfacts.org/images/products/335/003/322/5572/front_fr.18.400.jpg
5060490400037,"Made in Natural,Love Corn",Love Corn maïs grillé au sel de mer,unknown,7.0,c,1828.0,0.7,1.3,1.5,7.4,7.0,0.0,http://world-fr.openfoodfacts.org/produit/5060490400037/love-corn-mais-grille-au-sel-de-mer-made-in-natural,
8886467103421,Pringles,Pringles Sour Cream and Onion,Appetizers,20.0,e,2170.0,2.2,13.2,1.7653,5.3,3.3,0.0,http://world-fr.openfoodfacts.org/produit/8886467103421/pringles-sour-cream-and-onion,https://images.openfoodfacts.org/images/products/888/646/710/3421/front_en.7.400.jpg
3596710340392,Auchan,Coleslaw,One-dish meals,1.0,b,457.0,5.5,0.6,0.8,1.0,2.0,76.0,http://world-fr.openfoodfacts.org/produit/3596710340392/coleslaw-auchan,https://images.openfoodfacts.org/images/products/359/671/034/0392/front_fr.30.400.jpg
7616700185638,"Migros,Jowa",Taillaule,Pastries,10.0,c,1346.0,10.0,5.0,0.85000002384186,8.0,3.0,0.0,http://world-fr.openfoodfacts.org/produit/7616700185638/taillaule-migros,https://images.openfoodfacts.org/images/products/761/670/018/5638/front_fr.18.400.jpg
3068230017929,sun,Mix N 1,Dried fruits,-2.0,a,2575.0,5.4,5.7,0.02,23.0,7.7,100.0,http://world-fr.openfoodfacts.org/produit/3068230017929/mix-n-1-sun,https://images.openfoodfacts.org/images/products/306/823/001/7929/front_fr.15.400.jpg
8000500256152,"Kinder, Ferrero",Kinder schokobons bonbons de chocolat au lait fourres lait et noisettes sachet,Sweets,28.0,e,2401.0,52.2,21.2,0.28,8.3,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8000500256152/kinder-schokobons-bonbons-de-chocolat-au-lait-fourres-lait-et-noisettes-sachet,https://images.openfoodfacts.org/images/products/800/050/025/6152/front_fr.38.400.jpg
3560070874125,Carrefour,Friture chocolat au lait praliné,Sweets,24.0,e,2261.0,52.0,17.0,0.14,7.9,2.7,10.3333333333333,http://world-fr.openfoodfacts.org/produit/3560070874125/friture-chocolat-au-lait-praline-carrefour,https://images.openfoodfacts.org/images/products/356/007/087/4125/front_fr.26.400.jpg
4018077705892,"Vico,Intersnack",Crunchips au sel fin,Appetizers,11.0,d,2209.0,0.1,3.0,1.425,6.0,3.5,0.0,http://world-fr.openfoodfacts.org/produit/4018077705892/crunchips-au-sel-fin-vico,https://images.openfoodfacts.org/images/products/401/807/770/5892/front_fr.33.400.jpg
8718907005838,Albert Heijn,Winegums suikervrij,Sweets,2.0,b,895.0,0.4,0.2,0.1,0.1,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8718907005838/winegums-suikervrij-albert-heijn,https://images.openfoodfacts.org/images/products/871/890/700/5838/front_nl.3.400.jpg
7613036236034,"Nestlé, Kit Kat, Kitkat",KITKAT Sachet d'oeufs 120g,Chocolate products,26.0,e,2253.0,53.0,18.0,0.45,9.4,1.6,0.0,http://world-fr.openfoodfacts.org/produit/7613036236034/kitkat-sachet-d-oeufs-120g-nestle,https://images.openfoodfacts.org/images/products/761/303/623/6034/front_fr.13.400.jpg
3701299421039,Vitaline,Barre daily carotte,Biscuits and cakes,-4.0,a,1642.0,10.6,2.0,0.3,13.3,10.3,72.8,http://world-fr.openfoodfacts.org/produit/3701299421039/barre-daily-carotte-vitaline,https://images.openfoodfacts.org/images/products/370/129/942/1039/front_fr.28.400.jpg
3596710493395,"Auchan, Santé",Biscuit the vert saveur mandarine,Biscuits and cakes,1.0,b,1742.0,13.0,3.2,0.2,8.9,4.7,12.84375,http://world-fr.openfoodfacts.org/produit/3596710493395/biscuit-the-vert-saveur-mandarine-auchan,https://images.openfoodfacts.org/images/products/359/671/049/3395/front_fr.16.400.jpg
7616500657892,Frey,Prestige Caramel ,Sweets,25.0,e,2340.0,55.0,23.0,0.22,4.5,1.5,2.0,http://world-fr.openfoodfacts.org/produit/7616500657892/prestige-caramel-frey,https://images.openfoodfacts.org/images/products/761/650/065/7892/front_fr.13.400.jpg
3596710346981,"Auchan, Auchan Bio",Macédoine de légumes,One-dish meals,-5.0,a,152.0,1.2,0.1,0.67,3.5,3.0,66.6666666666667,http://world-fr.openfoodfacts.org/produit/3596710346981/macedoine-de-legumes-auchan,https://images.openfoodfacts.org/images/products/359/671/034/6981/front_fr.36.400.jpg
8422410066612,Bonpreu,Patates camperoles,Appetizers,8.0,c,2165.0,1.3,3.2,1.1,8.4,5.6,0.0,http://world-fr.openfoodfacts.org/produit/8422410066612/patates-camperoles-bonpreu,https://images.openfoodfacts.org/images/products/842/241/006/6612/front_es.3.400.jpg
3564700634981,"Tokapi,Marque Repère",,Appetizers,1.0,b,1972.0,0.8,2.0,0.9,6.6,4.0,0.0,http://world-fr.openfoodfacts.org/produit/3564700634981/tokapi,https://images.openfoodfacts.org/images/products/356/470/063/4981/front_fr.50.400.jpg
4063367198205,k favourites,Kessel Chips Sweet Chili Style,Appetizers,13.0,d,2045.0,2.8,2.0,13.0,6.2,4.0,0.2,http://world-fr.openfoodfacts.org/produit/4063367198205/kessel-chips-sweet-chili-style-k-favourites,https://images.openfoodfacts.org/images/products/406/336/719/8205/front_de.24.400.jpg
8410564001313,Frit Ravich,Patatas fritas,Appetizers,8.0,c,2282.0,0.6,4.2,0.9,6.4,4.9,6.44125,http://world-fr.openfoodfacts.org/produit/8410564001313/patatas-fritas-frit-ravich,https://images.openfoodfacts.org/images/products/841/056/400/1313/front_es.27.400.jpg
7500463823602,"Pals snacks barra sabor cacahuate, Pals barra cacahuate, Pals cacahuate, Barra, Barrita",Pals barra crema de cacahuate,Biscuits and cakes,-8.0,a,795.0,20.0,2.0,0.0,12.0,10.0,20.0,http://world-fr.openfoodfacts.org/produit/7500463823602/pals-barra-crema-de-cacahuate-pals-snacks-barra-sabor-cacahuate,https://images.openfoodfacts.org/images/products/750/046/382/3602/front_es.3.400.jpg
7610700901137,Ricola,Ricola Menthe Pomme,Sweets,2.0,b,990.0,0.0,0.0,0.0,0.0,0.0,0.4,http://world-fr.openfoodfacts.org/produit/7610700901137/ricola-menthe-pomme,https://images.openfoodfacts.org/images/products/761/070/090/1137/front_fr.81.400.jpg
3760020508371,"JARDIN BIO ETIC,Jardin bio",Tartines craquantes Multicéréales,unknown,-3.0,a,1603.0,0.6,0.5,0.5,9.6,4.7,0.0,http://world-fr.openfoodfacts.org/produit/3760020508371/tartines-craquantes-multicereales-jardin-bio-etic,https://images.openfoodfacts.org/images/products/376/002/050/8371/front_fr.242.400.jpg
7613032201098,Nestlé,BALATON® Ét,Biscuits and cakes,23.0,e,2104.0,42.1,13.7,0.19,5.2,2.4,0.0,http://world-fr.openfoodfacts.org/produit/7613032201098/balaton-et-nestle,https://images.openfoodfacts.org/images/products/761/303/220/1098/front_fr.19.400.jpg
3596710483709,"Auchan, Auchan Bio",biscuits avoine complete,Biscuits and cakes,0.0,b,1857.0,16.0,1.6,0.44,8.6,7.9,5.40516493055555,http://world-fr.openfoodfacts.org/produit/3596710483709/biscuits-avoine-complete-auchan,https://images.openfoodfacts.org/images/products/359/671/048/3709/front_fr.33.400.jpg
7610036012323,Villars,Chocolat lait Amandes & nougat,Chocolate products,23.0,e,2345.0,45.0,18.0,0.25,10.0,3.0,15.375,http://world-fr.openfoodfacts.org/produit/7610036012323/chocolat-lait-amandes-nougat-villars,https://images.openfoodfacts.org/images/products/761/003/601/2323/front_fr.53.400.jpg
3596710364749,Auchan,Tortillas chips saveur chili,Appetizers,7.0,c,1979.0,4.0,2.0,1.3,6.6,4.0,0.138888888888886,http://world-fr.openfoodfacts.org/produit/3596710364749/tortillas-chips-saveur-chili-auchan,https://images.openfoodfacts.org/images/products/359/671/036/4749/front_fr.72.400.jpg
5410081201220,Côte d'Or,l’original lait,Chocolate products,24.0,e,2201.0,55.0,18.0,0.33,7.8,3.3,0.0,http://world-fr.openfoodfacts.org/produit/5410081201220/l-original-lait-cote-d-or,https://images.openfoodfacts.org/images/products/541/008/120/1220/front_fr.53.400.jpg
8003130142260,San Carlo,1936 Antica Ricetta,Appetizers,6.0,c,1998.0,0.6,2.1,1.1,7.0,5.5,0.0,http://world-fr.openfoodfacts.org/produit/8003130142260/1936-antica-ricetta-san-carlo,https://images.openfoodfacts.org/images/products/800/313/014/2260/front_fr.3.400.jpg
4035900476200,Kinkartz,Waffel Eier,Biscuits and cakes,18.0,d,2185.0,31.1,16.9,0.18,4.8,5.2,0.0,http://world-fr.openfoodfacts.org/produit/4035900476200/waffel-eier-kinkartz,https://images.openfoodfacts.org/images/products/403/590/047/6200/front_de.15.400.jpg
3760286460246,Hoope,Biscuits Bio Sésame Spiruline,Biscuits and cakes,-1.0,a,1922.0,15.0,2.0,0.13,10.6,6.3,18.1,http://world-fr.openfoodfacts.org/produit/3760286460246/biscuits-bio-sesame-spiruline-hoope,https://images.openfoodfacts.org/images/products/376/028/646/0246/front_fr.3.400.jpg
3564700508527,"Délisse,Marque Repère",Tiramisu speculoos,Dairy desserts,12.0,d,1111.0,24.0,4.5,0.3,4.4,1.5,0.175000000000001,http://world-fr.openfoodfacts.org/produit/3564700508527/tiramisu-speculoos-delisse,https://images.openfoodfacts.org/images/products/356/470/050/8527/front_fr.21.400.jpg
3502790457714,"Goutez Craquez,Le Vieux Bistrot",Pépites wasabi,Appetizers,11.0,d,1559.0,11.0,4.4,1.5,14.0,14.0,0.0,http://world-fr.openfoodfacts.org/produit/3502790457714/pepites-wasabi-goutez-craquez,https://images.openfoodfacts.org/images/products/350/279/045/7714/front_fr.34.400.jpg
3350031664892,Monoprix,"Chips - à l'ancienne, nature",Appetizers,10.0,c,2308.0,0.7,3.4,1.3,5.0,4.7,0.0,http://world-fr.openfoodfacts.org/produit/3350031664892/chips-a-l-ancienne-nature-monoprix,https://images.openfoodfacts.org/images/products/335/003/166/4892/front_fr.37.400.jpg
7501030424369,Bimbo,Barra Trigo Avena Con Nuez y Almendra Caja Display,Biscuits and cakes,2.0,b,744.0,7.0,3.0,0.06,3.0,2.0,12.0,http://world-fr.openfoodfacts.org/produit/7501030424369/barra-trigo-avena-con-nuez-y-almendra-caja-display-bimbo,https://images.openfoodfacts.org/images/products/750/103/042/4369/front_es.18.400.jpg
6948939611178,百草味,百草味抹茶味麻薯,Biscuits and cakes,5.0,c,1656.0,0.0,0.0,0.4275,1.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/6948939611178/%E7%99%BE%E8%8D%89%E5%91%B3%E6%8A%B9%E8%8C%B6%E5%91%B3%E9%BA%BB%E8%96%AF-%E7%99%BE%E8%8D%89%E5%91%B3,https://images.openfoodfacts.org/images/products/694/893/961/1178/front_fr.3.400.jpg
3596710387526,Auchan,Fines Gaufrettes framboise,Biscuits and cakes,10.0,c,1532.0,39.0,0.3,0.21,4.0,2.0,18.903515625,http://world-fr.openfoodfacts.org/produit/3596710387526/fines-gaufrettes-framboise-auchan,https://images.openfoodfacts.org/images/products/359/671/038/7526/front_fr.18.400.jpg
3770008383142,Protifast,Protifast barres Crousti' noisette,Biscuits and cakes,9.0,c,1495.0,2.5,7.9,0.8,34.2,28.0,9.71500000000001,http://world-fr.openfoodfacts.org/produit/3770008383142/protifast-barres-crousti-noisette,https://images.openfoodfacts.org/images/products/377/000/838/3142/front_fr.6.400.jpg
3596710431557,Auchan,Galettes suédoises aux flocons d'avoine,Biscuits and cakes,25.0,e,2061.0,41.0,12.0,0.85,5.1,2.9,1.375,http://world-fr.openfoodfacts.org/produit/3596710431557/galettes-suedoises-aux-flocons-d-avoine-auchan,https://images.openfoodfacts.org/images/products/359/671/043/1557/front_fr.32.400.jpg
8859402900058,Allright Kids,Organic Rice Cakes Mini,Appetizers,-5.0,a,1674.0,0.0,0.0,0.0,7.0,7.0,0.0,http://world-fr.openfoodfacts.org/produit/8859402900058/organic-rice-cakes-mini-allright-kids,https://images.openfoodfacts.org/images/products/885/940/290/0058/front_en.3.400.jpg
3256227092886,U,Tranches de cake abricots secs et müesli,Biscuits and cakes,13.0,d,1683.0,24.0,2.9,0.9,5.5,2.4,20.5,http://world-fr.openfoodfacts.org/produit/3256227092886/tranches-de-cake-abricots-secs-et-muesli-u,https://images.openfoodfacts.org/images/products/325/622/709/2886/front_fr.34.400.jpg
3760325480020,Omie,Chocolat au lait intense - 42%,Chocolate products,23.0,e,2369.0,39.0,24.0,0.27,9.30000019073486,3.59999990463257,0.0,http://world-fr.openfoodfacts.org/produit/3760325480020/chocolat-au-lait-intense-42-omie,https://images.openfoodfacts.org/images/products/376/032/548/0020/front_en.10.400.jpg
3560071231781,Carrefour,Nature of nuts,Nuts,-3.0,a,2217.0,18.0,3.7,0.01,21.0,11.0,100.0,http://world-fr.openfoodfacts.org/produit/3560071231781/nature-of-nuts-carrefour,https://images.openfoodfacts.org/images/products/356/007/123/1781/front_fr.8.400.jpg
4104420132382,Alnatura,Chocolat 64% Cacao,Chocolate products,18.0,d,2303.0,33.0,24.5,0.02,7.0,11.3,0.0,http://world-fr.openfoodfacts.org/produit/4104420132382/chocolat-64-cacao-alnatura,https://images.openfoodfacts.org/images/products/410/442/013/2382/front_fr.11.400.jpg
3270723001517,"Intermarché,Auchan",Pâte d'amande tricolore (26%),Sweets,15.0,d,1789.0,66.3,1.0,0.01,5.3,0.0,26.0,http://world-fr.openfoodfacts.org/produit/3270723001517/pate-d-amande-tricolore-26-intermarche,https://images.openfoodfacts.org/images/products/327/072/300/1517/front_fr.6.400.jpg
3564700205402,"Tokapi,Marque Repère",Triangles goût ratatouille,Appetizers,12.0,d,1992.0,1.7,2.0,3.8,4.8,4.5,0.0,http://world-fr.openfoodfacts.org/produit/3564700205402/triangles-gout-ratatouille-tokapi,
7610700015605,RICOLA SANS SUCRE,Eucalyptus,Artificially sweetened beverages,10.0,e,986.0,0.0,0.0,0.0,0.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/7610700015605/eucalyptus-ricola-sans-sucre,https://images.openfoodfacts.org/images/products/761/070/001/5605/front_fr.34.400.jpg
3250391658787,"Adelie,Les Créations",Craquant chocolat noisettes,Biscuits and cakes,16.0,d,1866.0,24.0,13.5,0.07,7.3,4.0,20.0,http://world-fr.openfoodfacts.org/produit/3250391658787/craquant-chocolat-noisettes-adelie,https://images.openfoodfacts.org/images/products/325/039/165/8787/front_fr.12.400.jpg
3258561011097,Belle France,Croustillants Goût bacon,Appetizers,11.0,d,2038.0,2.6,1.9,1.6,6.4,3.0,0.0,http://world-fr.openfoodfacts.org/produit/3258561011097/croustillants-gout-bacon-belle-france,https://images.openfoodfacts.org/images/products/325/856/101/1097/front_fr.6.400.jpg
3222473161942,"Casino Délices, Casino, Délices",Les délicieux sablés aux pommes,Biscuits and cakes,22.0,e,2081.0,32.0,15.0,0.4,5.2,2.4,5.0,http://world-fr.openfoodfacts.org/produit/3222473161942/les-delicieux-sables-aux-pommes-casino-delices,https://images.openfoodfacts.org/images/products/322/247/316/1942/front_fr.9.400.jpg
3760370200130,Papa Chiche,Chips BIO à base de pois chiche - Paprika - 110g,Appetizers,-1.0,a,1811.0,2.5,1.6,0.73,13.5,5.5,9.088125,http://world-fr.openfoodfacts.org/produit/3760370200130/chips-bio-a-base-de-pois-chiche-paprika-110g-papa-chiche,https://images.openfoodfacts.org/images/products/376/037/020/0130/front_fr.9.400.jpg
4260249144408,"Erdbär, Erdbär, Freche Freunde, Erdbär","Fruchtriegel Birne, pflaume & brombeere",Biscuits and cakes,1.0,b,1539.0,26.0,1.1,0.04,6.6,6.9,8.33333333333333,http://world-fr.openfoodfacts.org/produit/4260249144408/fruchtriegel-birne-pflaume-brombeere-erdbar,https://images.openfoodfacts.org/images/products/426/024/914/4408/front_fr.4.400.jpg
8412170005983,Santiveri,Galletas Digestive Sésamo 0% azúcares,Biscuits and cakes,-4.0,a,1764.0,0.5,1.9,0.1,8.6,8.0,0.0,http://world-fr.openfoodfacts.org/produit/8412170005983/galletas-digestive-sesamo-0-azucares-santiveri,https://images.openfoodfacts.org/images/products/841/217/000/5983/front_fr.3.400.jpg
20063399,Snack Day,Tortilla Chips Nature,Appetizers,1.0,b,1979.0,0.8,2.0,0.9,6.6,4.0,0.0,http://world-fr.openfoodfacts.org/produit/20063399/tortilla-chips-nature-snack-day,https://images.openfoodfacts.org/images/products/20063399/front_fr.196.400.jpg
7617400034998,Créa d'Or,Vanille-Kipferl Nr. 6,Biscuits and cakes,18.0,d,2238.0,23.0,10.0,0.16,5.0,2.8,24.8333333333333,http://world-fr.openfoodfacts.org/produit/7617400034998/vanille-kipferl-nr-6-crea-d-or,https://images.openfoodfacts.org/images/products/761/740/003/4998/front_fr.28.400.jpg
35342710034,Bella Sun Luci,"Bella sun luci, premium california sun dried tomatoes halves",Vegetables,-2.0,a,136.0,28.57,0.0,0.625,14.29,7.1,0.0,http://world-fr.openfoodfacts.org/produit/0035342710034/bella-sun-luci-premium-california-sun-dried-tomatoes-halves,
3596710061723,"Pouce,Auchan",Barres céréalières Goût Chocolat - banane,Biscuits and cakes,14.0,d,1710.0,30.0,5.4,0.28,5.8,3.4,6.0,http://world-fr.openfoodfacts.org/produit/3596710061723/barres-cerealieres-gout-chocolat-banane-pouce,https://images.openfoodfacts.org/images/products/359/671/006/1723/front_fr.32.400.jpg
3256223664087,U,Feuilletés apéritif,Appetizers,14.0,d,1122.0,2.2,8.8,0.91,6.3,1.3,26.9,http://world-fr.openfoodfacts.org/produit/3256223664087/feuilletes-aperitif-u,https://images.openfoodfacts.org/images/products/325/622/366/4087/front_fr.39.400.jpg
8410740006965,lacasa,Lacasitos Chocolate con Leche,Sweets,25.0,e,2033.0,69.0,12.0,0.18,6.0,1.6,0.0,http://world-fr.openfoodfacts.org/produit/8410740006965/lacasitos-chocolate-con-leche-lacasa,https://images.openfoodfacts.org/images/products/841/074/000/6965/front_es.3.400.jpg
3596710333011,"MMM!,Auchan, Auchan Gourmet, Terroir",15 Broyés du Poitou,Biscuits and cakes,23.0,e,2168.0,26.0,18.0,0.63,6.0,0.5,0.0,http://world-fr.openfoodfacts.org/produit/3596710333011/15-broyes-du-poitou-mmm,https://images.openfoodfacts.org/images/products/359/671/033/3011/front_fr.25.400.jpg
3564700463772,"Tablette d'Or,Marque Repère",Chocolat noir corsé pâtissier,Chocolate products,20.0,e,2351.0,37.0,25.0,0.0,7.0,9.0,0.0,http://world-fr.openfoodfacts.org/produit/3564700463772/chocolat-noir-corse-patissier-tablette-d-or,https://images.openfoodfacts.org/images/products/356/470/046/3772/front_fr.32.400.jpg
3596710387533,"Rik & Rok,Auchan",Barquettes Abricot,Biscuits and cakes,13.0,d,1468.0,58.0,0.6,0.1,4.0,1.7,27.0,http://world-fr.openfoodfacts.org/produit/3596710387533/barquettes-abricot-rik-rok,https://images.openfoodfacts.org/images/products/359/671/038/7533/front_fr.54.400.jpg
87311495,Frisk,Mints peppermint,Sweets,2.0,b,993.0,0.0,0.3,0.0,0.0,0.3,0.0,http://world-fr.openfoodfacts.org/produit/87311495/mints-peppermint-frisk,https://images.openfoodfacts.org/images/products/87311495/front_fr.13.400.jpg
8431876209747,"Carrefour,Aperitivos Tapa",Torreznos,Meat,27.0,e,2644.0,0.0,15.9,3.0,46.3,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8431876209747/torreznos-carrefour,https://images.openfoodfacts.org/images/products/843/187/620/9747/front_es.16.400.jpg
3222473469260,"Casino Bio, Casino",Carottes râpées bio,Vegetables,-4.0,a,369.0,3.6,0.9,0.6,0.7,2.0,85.3225053894797,http://world-fr.openfoodfacts.org/produit/3222473469260/carottes-rapees-bio-casino-bio,https://images.openfoodfacts.org/images/products/322/247/346/9260/front_fr.40.400.jpg
8006940004797,Caputo,LiberIGPistacchi tostati senza sale aggiunto,Nuts,-3.0,a,2543.0,4.5,5.6,0.0,18.1,10.6,100.0,http://world-fr.openfoodfacts.org/produit/8006940004797/liberigpistacchi-tostati-senza-sale-aggiunto-caputo,https://images.openfoodfacts.org/images/products/800/694/000/4797/front_it.22.400.jpg
8431876293326,Carrefour,Cocktail edamame y soja,Appetizers,-2.0,a,1768.0,3.0,1.8,1.6,39.0,20.5,0.0,http://world-fr.openfoodfacts.org/produit/8431876293326/cocktail-edamame-y-soja-carrefour,https://images.openfoodfacts.org/images/products/843/187/629/3326/front_es.8.400.jpg
8901719125478,Parle,Parle-G,Biscuits and cakes,18.0,d,1901.0,25.5,6.0,0.74,6.9,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8901719125478/parle-g,https://images.openfoodfacts.org/images/products/890/171/912/5478/front_en.7.400.jpg
8431876063134,De nuestra tierra,Polvorones de Estepa,Biscuits and cakes,20.0,e,2144.0,30.0,9.0,0.1,7.9,0.8,12.1,http://world-fr.openfoodfacts.org/produit/8431876063134/polvorones-de-estepa-de-nuestra-tierra,https://images.openfoodfacts.org/images/products/843/187/606/3134/front_es.9.400.jpg
7841503000738,Mazzei,Crackers,Biscuits and cakes,10.0,c,1651.0,7.0,1.0,1.9175,10.0,3.5,0.0,http://world-fr.openfoodfacts.org/produit/7841503000738/crackers-mazzei,https://images.openfoodfacts.org/images/products/784/150/300/0738/front_en.12.400.jpg
7622210638762,"Marabou,Mondelez","Marabou Bär, granola & yoghurt",Chocolate products,25.0,e,2226.0,57.0,18.0,0.34,4.7,2.3,0.03,http://world-fr.openfoodfacts.org/produit/7622210638762/marabou-bar-granola-yoghurt,https://images.openfoodfacts.org/images/products/762/221/063/8762/front_sv.9.400.jpg
4751036540355,the beginnings,flap jack chocolate bar,Biscuits and cakes,16.0,d,2014.0,22.0,22.0,0.4,7.0,7.0,0.0,http://world-fr.openfoodfacts.org/produit/4751036540355/flap-jack-chocolate-bar-the-beginnings,https://images.openfoodfacts.org/images/products/475/103/654/0355/front_en.3.400.jpg
3168930007500,Lay's,Dégustation Sel de mer d'Anglesey,Appetizers,6.0,c,1980.0,0.5,1.7,1.2,6.8,5.0,5.5,http://world-fr.openfoodfacts.org/produit/3168930007500/degustation-sel-de-mer-d-anglesey-lay-s,https://images.openfoodfacts.org/images/products/316/893/000/7500/front_fr.12.400.jpg
4260618523186,FRECHE FREUNDE,Roter Beerenmix Fruchtchips,unknown,-1.0,a,1187.0,42.0,0.2,0.0,6.2,19.0,100.0,http://world-fr.openfoodfacts.org/produit/4260618523186/roter-beerenmix-fruchtchips-freche-freunde,
