code,brands,product_name,pnns_groups_2,nutriscore_score,nutriscore_grade,energy-kj_100g,sugars_100g,saturated-fat_100g,salt_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,url,image_url
7622210234032,Côte d'Or,Chokotoff - Caramel enrobé de chocolat noir,Chocolate products,23.0,e,1935.0,51.0,12.0,0.28,2.3,3.0,0.0,http://world-fr.openfoodfacts.org/produit/7622210234032/chokotoff-caramel-enrobe-de-chocolat-noir-cote-d-or,https://images.openfoodfacts.org/images/products/762/221/023/4032/front_fr.8.400.jpg
3596710422401,Auchan,Les Aides Pâtissières – Pâte d'amande,Sweets,13.0,d,1758.0,72.4,1.1,0.06,3.6,2.0,50.3125,http://world-fr.openfoodfacts.org/produit/3596710422401/les-aides-patissieres-pate-d-amande-auchan,https://images.openfoodfacts.org/images/products/359/671/042/2401/front_fr.21.400.jpg
8011515951871,Colfiorito,Colfiorito Snack Pronto Da Mangiare,unknown,-2.0,a,2007.0,20.0,2.0,0.0,15.0,10.0,70.0,http://world-fr.openfoodfacts.org/produit/8011515951871/colfiorito-snack-pronto-da-mangiare,https://images.openfoodfacts.org/images/products/801/151/595/1871/front_it.3.400.jpg
4000417660619,Ritter Sport,Goldschatz Schokolade,Chocolate products,26.0,e,2383.0,45.0,24.0,0.16,7.4,0.1,0.0,http://world-fr.openfoodfacts.org/produit/4000417660619/goldschatz-schokolade-ritter-sport,https://images.openfoodfacts.org/images/products/400/041/766/0619/front_de.3.400.jpg
6002908000483,Bakali,Popped Chips Lentil,unknown,-2.0,a,1778.0,3.1,1.5,0.384,10.0,4.3,12.6302083333333,http://world-fr.openfoodfacts.org/produit/6002908000483/popped-chips-lentil-bakali,https://images.openfoodfacts.org/images/products/600/290/800/0483/front_en.3.400.jpg
7622210204424,LU,Principe crema de chocolate,Biscuits and cakes,16.0,d,1969.0,32.0,5.6,0.49,6.2,3.1,8.625,http://world-fr.openfoodfacts.org/produit/7622210204424/principe-crema-de-chocolate-lu,https://images.openfoodfacts.org/images/products/762/221/020/4424/front_es.69.400.jpg
5060293441398,Body Me,BodyMe Organic Vegan Protein Bar Cacao Orange,Biscuits and cakes,12.0,d,1785.0,26.1,6.2,0.57,26.8,5.4,57.2851851851852,http://world-fr.openfoodfacts.org/produit/5060293441398/bodyme-organic-vegan-protein-bar-cacao-orange-body-me,https://images.openfoodfacts.org/images/products/506/029/344/1398/front_fr.11.400.jpg
8431876249880,De nuestra tierra,Figuritas de mazapan,Biscuits and cakes,11.0,d,2064.0,51.0,2.0,0.0,9.3,6.7,50.0,http://world-fr.openfoodfacts.org/produit/8431876249880/figuritas-de-mazapan-de-nuestra-tierra,https://images.openfoodfacts.org/images/products/843/187/624/9880/front_es.20.400.jpg
3187670011417,Leclerc,Beignet pomme,unknown,1.0,b,1306.0,12.0,1.2,0.7,6.1,12.7,15.4490234375,http://world-fr.openfoodfacts.org/produit/3187670011417/beignet-pomme-leclerc,https://images.openfoodfacts.org/images/products/318/767/001/1417/front_fr.22.400.jpg
4260462982115,3 Bears,Pocket porridge,Biscuits and cakes,0.0,b,1632.0,19.0,1.4,0.01,6.5,13.0,0.0,http://world-fr.openfoodfacts.org/produit/4260462982115/pocket-porridge-3-bears,https://images.openfoodfacts.org/images/products/426/046/298/2115/front_en.6.400.jpg
4088600486895,Snackrite,Pretzal pieces jalapeño flavour,Appetizers,15.0,d,1898.0,6.2,1.6,2.7,6.5,2.1,0.0,http://world-fr.openfoodfacts.org/produit/4088600486895/pretzal-pieces-jalapeno-flavour-snackrite,https://images.openfoodfacts.org/images/products/408/860/048/6895/front_en.16.400.jpg
7613312085578,Migros,Meringue de la Gruyère,Biscuits and cakes,15.0,d,1683.0,94.0,0.0,0.0,5.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/7613312085578/meringue-de-la-gruyere-migros,https://images.openfoodfacts.org/images/products/761/331/208/5578/front_fr.12.400.jpg
4061464093317,Asia Green Garden,Wasabi-nori-chips,Appetizers,9.0,c,2173.0,2.5,2.4,1.2,6.4,4.1,0.0,http://world-fr.openfoodfacts.org/produit/4061464093317/wasabi-nori-chips-asia-green-garden,https://images.openfoodfacts.org/images/products/406/146/409/3317/front_en.13.400.jpg
3045140105557,Milka,Au Lait du Pays Alpin (lot de 3),Chocolate products,26.0,e,2220.0,58.0,17.5,0.43,6.4,1.8,0.694444444444443,http://world-fr.openfoodfacts.org/produit/3045140105557/au-lait-du-pays-alpin-lot-de-3-milka,https://images.openfoodfacts.org/images/products/304/514/010/5557/front_fr.7.400.jpg
7501011176461,Sunbites,Sunbites Palomitas sabor Cheddar Blanco,Salty and fatty products,6.0,c,1690.0,3.33,1.67,1.19,10.0,13.3,0.0,http://world-fr.openfoodfacts.org/produit/7501011176461/sunbites-palomitas-sabor-cheddar-blanco,https://images.openfoodfacts.org/images/products/750/101/117/6461/front_es.12.400.jpg
3178530422757,Bonne maman,Tendre cœur chocolat,Biscuits and cakes,22.0,e,1739.0,31.0,15.0,0.85,5.6,2.5,0.0,http://world-fr.openfoodfacts.org/produit/3178530422757/tendre-coeur-chocolat-bonne-maman,https://images.openfoodfacts.org/images/products/317/853/042/2757/front_fr.15.400.jpg
3229820797311,Bjorg,Gaufrettes aux légumes betterave oignon,unknown,0.0,b,1668.0,14.0,0.7,0.9,12.0,5.7,15.6,http://world-fr.openfoodfacts.org/produit/3229820797311/gaufrettes-aux-legumes-betterave-oignon-bjorg,https://images.openfoodfacts.org/images/products/322/982/079/7311/front_fr.4.400.jpg
3300081001208,Les Craquelins de Saint Malo,Craquelins natures recette originale x 20,Biscuits and cakes,-4.0,a,1618.0,2.1,1.08,0.25,15.5,4.9,0.0,http://world-fr.openfoodfacts.org/produit/3300081001208/craquelins-natures-recette-originale-x-20-les-craquelins-de-saint-malo,https://images.openfoodfacts.org/images/products/330/008/100/1208/front_fr.68.400.jpg
3259426022319,Ker Cadélac,Mini cake framboise,Biscuits and cakes,5.0,c,1367.0,1.5,1.7,0.86,4.5,1.1,24.46875,http://world-fr.openfoodfacts.org/produit/3259426022319/mini-cake-framboise-ker-cadelac,https://images.openfoodfacts.org/images/products/325/942/602/2319/front_fr.23.400.jpg
3564700011300,"Pom lisse,Pom'Lisse,Marque Repère",Chips à l'ancienne Nature,Appetizers,7.0,c,2312.0,0.5,3.0,1.1,5.9,5.5,0.0,http://world-fr.openfoodfacts.org/produit/3564700011300/chips-a-l-ancienne-nature-pom-lisse,https://images.openfoodfacts.org/images/products/356/470/001/1300/front_fr.50.400.jpg
3256229522008,U,Snacks poppés aux légumineuses saveur fromage poivre fumé,Appetizers,-2.0,a,1770.0,1.5,1.7,0.49,9.9,8.7,12.18,http://world-fr.openfoodfacts.org/produit/3256229522008/snacks-poppes-aux-legumineuses-saveur-fromage-poivre-fume-u,https://images.openfoodfacts.org/images/products/325/622/952/2008/front_fr.7.400.jpg
4058172458774,"dm Bio,dmBio",Protein Knabbermix,unknown,14.0,d,1888.0,8.0,4.0,3.2,38.0,15.0,28.0,http://world-fr.openfoodfacts.org/produit/4058172458774/protein-knabbermix-dm-bio,https://images.openfoodfacts.org/images/products/405/817/245/8774/front_fr.3.400.jpg
2006050046669,drizz,Chips saveur paprika,Appetizers,10.0,c,2149.0,3.5,2.4,1.4,6.1,4.2,0.0,http://world-fr.openfoodfacts.org/produit/2006050046669/chips-saveur-paprika-drizz,https://images.openfoodfacts.org/images/products/200/605/004/6669/front_fr.8.400.jpg
3560070744831,"Carrefour,Carrefour Bio",Biscuits Epeautre et Sésame,Biscuits and cakes,12.0,d,2051.0,22.0,4.3,0.46,9.4,4.5,0.64875,http://world-fr.openfoodfacts.org/produit/3560070744831/biscuits-epeautre-et-sesame-carrefour,https://images.openfoodfacts.org/images/products/356/007/074/4831/front_fr.97.400.jpg
3256224375548,U,Cookies Premium Maxi Pépites de Chocolats,Biscuits and cakes,23.0,e,2068.0,37.0,8.9,1.1,5.2,3.2,8.41666666666667,http://world-fr.openfoodfacts.org/produit/3256224375548/cookies-premium-maxi-pepites-de-chocolats-u,https://images.openfoodfacts.org/images/products/325/622/437/5548/front_fr.56.400.jpg
4056489455929,Lidl,Kichererbsen Chips,Appetizers,9.0,c,1811.0,5.8,0.9,1.9,13.0,4.8,0.02288818359375,http://world-fr.openfoodfacts.org/produit/4056489455929/kichererbsen-chips-lidl,https://images.openfoodfacts.org/images/products/405/648/945/5929/front_de.3.400.jpg
5706779063547,Earth Control,Sweet & Salty,Dried fruits,2.0,b,1990.0,35.0,4.1,0.4,14.0,6.2,93.0,http://world-fr.openfoodfacts.org/produit/5706779063547/sweet-salty-earth-control,https://images.openfoodfacts.org/images/products/570/677/906/3547/front_sv.6.400.jpg
7790380008286,Georgalos,,Biscuits and cakes,-1.0,a,1030.0,0.0,1.43,0.226,1.9,18.1,0.0,http://world-fr.openfoodfacts.org/produit/7790380008286/georgalos,https://images.openfoodfacts.org/images/products/779/038/000/8286/front_es.5.400.jpg
8710482533782,Bolletje,Noten & Granen Repen Amandel & Havermout,Biscuits and cakes,0.0,b,1741.0,8.5,4.2,0.03,11.0,24.0,24.0,http://world-fr.openfoodfacts.org/produit/8710482533782/noten-granen-repen-amandel-havermout-bolletje,https://images.openfoodfacts.org/images/products/871/048/253/3782/front_nl.20.400.jpg
8000380153619,Loacker,Classic fondente 75g,Biscuits and cakes,22.0,e,2091.0,25.0,21.0,0.35,8.2,0.0,0.0,http://world-fr.openfoodfacts.org/produit/8000380153619/classic-fondente-75g-loacker,https://images.openfoodfacts.org/images/products/800/038/015/3619/front_fr.28.400.jpg
27036594,MILLVILLE,,Biscuits and cakes,-3.0,a,1642.0,11.0,1.3,0.05,8.1,25.0,3.9,http://world-fr.openfoodfacts.org/produit/27036594/millville,https://images.openfoodfacts.org/images/products/27036594/front_fr.76.400.jpg
8595229922261,Emco,Sušenky bez cukru jablko,Biscuits and cakes,6.0,c,1813.0,11.0,4.3,0.05,8.0,10.0,7.0,http://world-fr.openfoodfacts.org/produit/8595229922261/su%C5%A1enky-bez-cukru-jablko-emco,https://images.openfoodfacts.org/images/products/859/522/992/2261/front_cs.20.400.jpg
7622210995025,Côte d'Or,Bloc lait amandes caramélisées pointe de sel,Chocolate products,25.0,e,2213.0,51.0,14.0,0.78,8.9,4.4,15.0,http://world-fr.openfoodfacts.org/produit/7622210995025/bloc-lait-amandes-caramelisees-pointe-de-sel-cote-d-or,https://images.openfoodfacts.org/images/products/762/221/099/5025/front_fr.76.400.jpg
9300650001503,belVita,Breakfast Biscuits - Cranberry,Biscuits and cakes,7.0,c,1600.0,19.7,1.4,0.76708,8.0,6.4,7.5,http://world-fr.openfoodfacts.org/produit/9300650001503/breakfast-biscuits-cranberry-belvita,https://images.openfoodfacts.org/images/products/930/065/000/1503/front_en.10.400.jpg
3770001404158,Biscru,The original - Petits crackers sans cuisson Pomme & Datte,Appetizers,-3.0,a,1351.0,15.38,1.62,0.0,8.76,6.92,52.0,http://world-fr.openfoodfacts.org/produit/3770001404158/the-original-petits-crackers-sans-cuisson-pomme-datte-biscru,https://images.openfoodfacts.org/images/products/377/000/140/4158/front_fr.3.400.jpg
7790580130664,"Arcor,Arcor Helados",Cucurucho Crema Americana & Chocolate,Ice cream,15.0,d,1041.0,25.0,8.6,0.1375,4.2,1.1,0.0,http://world-fr.openfoodfacts.org/produit/7790580130664/cucurucho-crema-americana-chocolate-arcor,
7610700947388,Ricola,,Sweets,2.0,b,990.0,0.0,0.0,0.0,0.0,0.0,0.0,http://world-fr.openfoodfacts.org/produit/7610700947388/ricola,https://images.openfoodfacts.org/images/products/761/070/094/7388/front_fr.26.400.jpg
8718907116312,Albert Heijn,Gezouten Pinda’s,Nuts,8.0,c,2565.0,5.5,8.0,0.68,25.0,0.0,96.0,http://world-fr.openfoodfacts.org/produit/8718907116312/gezouten-pinda-s-albert-heijn,https://images.openfoodfacts.org/images/products/871/890/711/6312/front_nl.7.400.jpg
8691707588070,Greta,Galleta Cracker con Oliva y Oregano,Biscuits and cakes,16.0,d,1757.0,3.7,7.4,1.7,11.1,3.2,0.1,http://world-fr.openfoodfacts.org/produit/8691707588070/galleta-cracker-con-oliva-y-oregano-greta,https://images.openfoodfacts.org/images/products/869/170/758/8070/front_es.3.400.jpg
3229820021027,Bjorg,p’tit nature complet NUTRI+,Biscuits and cakes,1.0,b,1750.0,20.0,0.8,0.45,7.6,7.6,0.0,http://world-fr.openfoodfacts.org/produit/3229820021027/p-tit-nature-complet-nutri-bjorg,https://images.openfoodfacts.org/images/products/322/982/002/1027/front_fr.216.400.jpg
4251680810663,Mymuesli,Crunchy Bites Raspberry Dark Choc,Biscuits and cakes,9.0,c,1803.0,17.0,5.2,0.43,9.8,8.1,0.0,http://world-fr.openfoodfacts.org/produit/4251680810663/crunchy-bites-raspberry-dark-choc-mymuesli,https://images.openfoodfacts.org/images/products/425/168/081/0663/front_de.15.400.jpg
4025700001962,"Milka,Mondelez",Chocolat Blanc,Chocolate products,27.0,e,2227.0,63.0,18.0,0.36,4.8,0.001,0.0,http://world-fr.openfoodfacts.org/produit/4025700001962/chocolat-blanc-milka,https://images.openfoodfacts.org/images/products/402/570/000/1962/front_fr.8.400.jpg
7614800321000,Kambly,Rocher aux Amandes,Biscuits and cakes,19.0,e,2248.0,39.0,12.0,0.15,12.0,5.2,29.0,http://world-fr.openfoodfacts.org/produit/7614800321000/rocher-aux-amandes-kambly,https://images.openfoodfacts.org/images/products/761/480/032/1000/front_fr.108.400.jpg
8690120060187,Torku,no:1 Hazelnut,Chocolate products,23.0,e,2171.0,40.2,9.8,0.5,9.7,3.6,20.9892045454545,http://world-fr.openfoodfacts.org/produit/8690120060187/no-1-hazelnut-torku,https://images.openfoodfacts.org/images/products/869/012/006/0187/front_en.6.400.jpg
5400113044857,Delhaize,Cake au beurre fourré,Biscuits and cakes,23.0,e,1547.0,31.0,10.9,0.9,4.5,0.6,1.875,http://world-fr.openfoodfacts.org/produit/5400113044857/cake-au-beurre-fourre-delhaize,https://images.openfoodfacts.org/images/products/540/011/304/4857/front_fr.14.400.jpg
3228857001453,Harrys,Harrys brioche tranchée bio sans additifs 400g,Pastries,0.0,b,1421.0,9.0,1.1,0.98,9.0,5.6,0.0519531249999972,http://world-fr.openfoodfacts.org/produit/3228857001453/harrys-brioche-tranchee-bio-sans-additifs-400g,https://images.openfoodfacts.org/images/products/322/885/700/1453/front_fr.2670.400.jpg
3770008009134,Funky Veggie,Coeur de boule - Coco Funkytella,unknown,7.0,c,1943.4,39.0,8.8999996185303,0.25,8.6999998092651,8.6999998092651,94.95,http://world-fr.openfoodfacts.org/produit/3770008009134/coeur-de-boule-coco-funkytella-funky-veggie,https://images.openfoodfacts.org/images/products/377/000/800/9134/front_fr.33.400.jpg
3260260200160,La trinitaine,Kouign amann pur beurre,Biscuits and cakes,22.0,e,2065.0,27.0,20.0,0.675,3.9,1.0,0.0,http://world-fr.openfoodfacts.org/produit/3260260200160/kouign-amann-pur-beurre-la-trinitaine,https://images.openfoodfacts.org/images/products/326/026/020/0160/front_fr.16.400.jpg
3245391055216,Grand Jury,Génoises Orange,Biscuits and cakes,17.0,d,1610.0,52.0,6.0,0.15,3.0,2.0,11.0,http://world-fr.openfoodfacts.org/produit/3245391055216/genoises-orange-grand-jury,https://images.openfoodfacts.org/images/products/324/539/105/5216/front_fr.7.400.jpg
7622300692506,"Milka,Kraft Foods",Chocolat au lait du Pays Alpin,Chocolate products,25.0,e,2210.0,59.0,18.0,0.0,6.1,1.8,0.390625,http://world-fr.openfoodfacts.org/produit/7622300692506/chocolat-au-lait-du-pays-alpin-milka,https://images.openfoodfacts.org/images/products/762/230/069/2506/front_fr.32.400.jpg
4000358009119,Leupoldt,Soßenkuchen,Biscuits and cakes,3.0,c,1507.0,29.0,0.2,0.05,7.9,2.9,0.0,http://world-fr.openfoodfacts.org/produit/4000358009119/sossenkuchen-leupoldt,https://images.openfoodfacts.org/images/products/400/035/800/9119/front_de.7.400.jpg
3410280020495,Top budget,Soufflé à la cacahuète,Appetizers,19.0,e,2039.0,1.8,7.4,1.43,10.5,0.0,19.0,http://world-fr.openfoodfacts.org/produit/3410280020495/souffle-a-la-cacahuete-top-budget,https://images.openfoodfacts.org/images/products/341/028/002/0495/front_fr.5.400.jpg
3596710355877,Auchan,Chips allégées,Appetizers,1.0,b,1972.0,0.7,2.0,1.0,6.9,5.2,4.6875,http://world-fr.openfoodfacts.org/produit/3596710355877/chips-allegees-auchan,https://images.openfoodfacts.org/images/products/359/671/035/5877/front_fr.35.400.jpg
